Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Toyota,2007,RAV4,SUV,2007 Toyota RAV4 Cruiser L (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Unleaded,9.6 L / 100 km,106718,Silver / Grey,"Lansvale, NSW",4 cyl,SUV, 4 Doors, 5 Seats,14999
Holden,2016,Commodore,Sedan,2016 Holden Commodore Evoke,USED,Automatic,"6 cyl, 3 L",Rear,Unleaded,8.3 L / 100 km,59689,Red / Black,"Blacktown, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,22999
Mercedes-Benz,2010,CLC200,Coupe,2010 Mercedes-Benz CLC200 Kompressor Evolution +,USED,Automatic,"4 cyl, 1.8 L",Rear,Premium,9 L / 100 km,177834,Silver / -,"Five Dock, NSW",4 cyl,Coupe, 2 Doors, 4 Seats,7999
Dodge,2012,Journey,Mr Car,2012 Dodge Journey JC SXT Wagon 4dr Auto 6sp 3.6i 7 St SUV,USED,Automatic,-,Other,Unleaded,-,147589,White / -,"Rouse Hill, NSW",-,Wagon,,,10999
Mazda,2013,6,Sedan,2013 Mazda 6 Atenza,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,6.6 L / 100 km,105767,White / Black,"Homebush, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,19999
Volkswagen,2018,Caddy,Commercial,2018 Volkswagen Caddy Maxi VAN TSI220,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,6 L / 100 km,87293,White / -,"Blacktown, NSW",4 cyl,Commercial, 3 Doors, 2 Seats,30999
Honda,2013,Civic,Sedan,2013 Honda Civic VTI-L,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.7 L / 100 km,154347,Silver / -,"Minchinbury, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,15990
Jeep,2021,Compass,SUV,2021 Jeep Compass Launch Edition,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.9 L / 100 km,20827,White / Black,"Ryde, NSW",4 cyl,SUV, 4 Doors, 5 Seats,32888
Toyota,2008,HiAce,Nippon Motors,2008 Toyota HiAce Commuter GL Grand Cabin,USED,Automatic,-,Other,Unleaded,-,112980,White / Black,"Ingleburn, NSW",-,Commercial,,,31900
Mazda,2014,CX-9,Exclusive Autohaus,2014 Mazda CX-9 Classic,USED,Automatic,-,Other,-,-,97745,Blue / Grey,"Blacktown, NSW",-,Wagon,,,22999
Toyota,2010,Yaris,Hatchback,2010 Toyota Yaris YR,USED,Automatic,"4 cyl, 1.3 L",Front,Unleaded,6.5 L / 100 km,147626,White / -,"Minchinbury, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10995
Jeep,2014,Grand,SUV,2014 Jeep Grand Cherokee Overland (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.5 L / 100 km,114424,Grey / Black,"Castle Hill, NSW",6 cyl,SUV, 4 Doors, 5 Seats,29990
Mazda,2009,3,Hatchback,2009 Mazda 3 SP25,USED,Manual,"4 cyl, 2.5 L",Front,Unleaded,8.6 L / 100 km,153020,Red / -,"Liverpool, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,13950
Ford,2016,Ranger,Ute / Tray,2016 Ford Ranger XLT 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,98700,Blue / -,"Five Dock, NSW",5 cyl,Ute / Tray, 4 Doors, 5 Seats,36999
Holden,2011,Captiva,Automobile Gallery,2011 Holden Captiva CG 7 LX Wagon 7st 4dr Spts Auto 6sp 4x4 2.2DT,USED,Automatic,-,Other,Diesel,-,183924,White / -,"Granville, NSW",-,Wagon,,,9990
Toyota,2013,86,Coupe,2013 Toyota 86 GTS,USED,Automatic,"4 cyl, 2 L",Rear,Premium,7.1 L / 100 km,103706,Orange / Grey,"Croydon, NSW",4 cyl,Coupe, 2 Doors, 4 Seats,24990
Volkswagen,2013,Golf,Hatchback,2013 Volkswagen Golf 103 TSI Highline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.2 L / 100 km,126532,Gold / Black,"Cabramatta, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,13990
Mitsubishi,2013,Lancer,Hatchback,2013 Mitsubishi Lancer LX Sportback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.3 L / 100 km,73421,Grey / Black,"Brookvale, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,16990
Toyota,2009,Camry,Sedan,2009 Toyota Camry Ateva,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9.9 L / 100 km,155135,White / Black,"Minchinbury, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,10995
Hyundai,2013,I20,Hatchback,2013 Hyundai I20 Active,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.4 L / 100 km,123330,Grey / Black,"Brookvale, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,12990
Mitsubishi,2014,Lancer,Hatchback,2014 Mitsubishi Lancer GSR Sportback,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,8.9 L / 100 km,44249,Silver / Black,"Arncliffe, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,18990
Mazda,2018,2,Hatchback,2018 Mazda 2 Maxx,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,4.9 L / 100 km,27100,Silver / Cloth,"Darlinghurst, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,23999
Mazda,2009,3,Hatchback,2009 Mazda 3 Maxx Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.2 L / 100 km,70661,White / -,"Minchinbury, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,14995
Mitsubishi,2014,Triton,Ute / Tray,2014 Mitsubishi Triton GLX (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,9.3 L / 100 km,215100,White / -,"Eastern Creek, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,18995
Volkswagen,2014,Golf,Hatchback,2014 Volkswagen Golf 90 TSI Comfortline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.4 L / 100 km,155036,Black / Black,"Castle Hill, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,14990
BMW,2012,M135I,Hatchback,2012 BMW M135I,USED,Automatic,"6 cyl, 3 L",Rear,Premium,7.5 L / 100 km,67678,Grey / Black Leather,"Rydalmere, NSW",6 cyl,Hatchback, 5 Doors, 5 Seats,29950
Holden,2015,Commodore,Wagon,2015 Holden Commodore SV6 Storm,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.8 L / 100 km,133934,White / Black,"Homebush, NSW",6 cyl,Wagon, 4 Doors, 5 Seats,22999
Volkswagen,2008,Golf,Hatchback,2008 Volkswagen Golf GTI,USED,Automatic,"4 cyl, 2 L",Front,Premium,8 L / 100 km,174915,Silver / -,"Cabramatta, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,14990
Holden,2014,Cruze,Sedan,2014 Holden Cruze Equipe,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,117000,Silver / -,"Windsor, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,7888
Hyundai,2018,Imax,Wagon,2018 Hyundai Imax Active,USED,Automatic,"4 cyl, 2.5 L",Rear,Diesel,8.8 L / 100 km,190176,Grey / Grey,"Cabramatta, NSW",4 cyl,Wagon, 4 Doors, 8 Seats,27990
Mitsubishi,2013,Triton,Ute / Tray,2013 Mitsubishi Triton GLX (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.1 L / 100 km,231675,White / -,"Smithfield, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,19800
BMW,2021,330I,Sedan,2021 BMW 330I M Sport,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6.4 L / 100 km,23332,Black / -,"Sylvania, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,67988
Volkswagen,2018,Golf,Wagon,2018 Volkswagen Golf 110 TSI Comfortline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.6 L / 100 km,130647,White / Black,"Blacktown, NSW",4 cyl,Wagon, 4 Doors, 5 Seats,21880
Audi,2019,Q3,SUV,2019 Audi Q3 35 Tfsi S Tronic,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,7.2 L / 100 km,47307,White / Black,"Carlton, NSW",4 cyl,SUV, 4 Doors, 5 Seats,41888
Nissan,2005,Elgrand,Nippon Motors,2005 Nissan Elgrand Highway Star,USED,Automatic,-,Other,Unleaded,-,69619,Black / Black,"Ingleburn, NSW",-,Commercial,,,17900
Toyota,2009,Estima,Nippon Motors,2009 Toyota Estima X (hybrid),USED,Automatic,-,Other,Unleaded,-,128647,Silver / Beige,"Ingleburn, NSW",-,Commercial,,,18900
Subaru,2016,Outback,SUV,2016 Subaru Outback 2.5I Premium,USED,Automatic,"4 cyl, 2.5 L",AWD,Premium,7.3 L / 100 km,74983,Silver / Black,"North Narrabeen, NSW",4 cyl,SUV, 4 Doors, 5 Seats,29990
Mazda,2007,6,Hatchback,2007 Mazda 6 Classic Sports,USED,Manual,"4 cyl, 2.3 L",Front,Premium,8.8 L / 100 km,102496,Black / Grey,"Leichhardt, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,7920
Hyundai,2015,Accent,Hatchback,2015 Hyundai Accent Active,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.4 L / 100 km,84924,Silver / Black,"Homebush, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,14999
Land,2013,Rover,SUV,2013 Land Rover Discovery 4 3.0 TDV6,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,8.8 L / 100 km,159558,White / Black,"Glebe, NSW",6 cyl,SUV, 4 Doors, 5 Seats,38950
Mercedes-Benz,2014,B-Class,CBP Motors,2014 Mercedes-Benz B-Class B200 DCT,USED,Automatic,-,Front,Premium,-,98296,Black / -,"Five Dock, NSW",-,Hatchback,,,16999
Ford,2013,Focus,Hatchback,2013 Ford Focus Ambiente,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.6 L / 100 km,67590,Silver / Black,"Leichhardt, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,12990
Kia,2017,Sportage,SUV,2017 Kia Sportage GT-Line (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,8.5 L / 100 km,65502,White / Black,"Ryde, NSW",4 cyl,SUV, 4 Doors, 5 Seats,29990
Porsche,2010,Cayenne,SUV,2010 Porsche Cayenne S,USED,Automatic,"8 cyl, 4.8 L",AWD,Premium,10.5 L / 100 km,193271,White / Black,"Haberfield, NSW",8 cyl,SUV, 4 Doors, 5 Seats,29990
Porsche,2016,Cayman,Coupe,2016 Porsche Cayman GT4,USED,Manual,"6 cyl, 3.8 L",Rear,Premium,10.3 L / 100 km,23481,White / Black,"Blacktown, NSW",6 cyl,Coupe, 2 Doors, 2 Seats,214880
Ford,2007,Territory,SUV,2007 Ford Territory SR (4X4),USED,Automatic,"6 cyl, 4 L",AWD,Unleaded,12.2 L / 100 km,173839,White / -,"Penrith, NSW",6 cyl,SUV, 4 Doors, 5 Seats,8950
Suzuki,2017,Swift,Alto Volkswagen Used Cars,2017 Suzuki Swift Sport,USED,Automatic,-,Front,Premium,-,55794,Yellow / Black,"Blacktown, NSW",-,Hatchback,,,26280
Nissan,2016,Navara,Ute / Tray,2016 Nissan Navara SL (4X4),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,7 L / 100 km,258936,White / Black,"Blacktown, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,21290
Toyota,2009,Estima,Nippon Motors,2009 Toyota Estima X (hybrid),USED,Automatic,-,Other,Unleaded,-,106208,Blue / Beige,"Ingleburn, NSW",-,Commercial,,,22900
Daihatsu,2019,Hijet,"02 **** ****
",2019 Daihatsu Hijet,USED,-,-,Other,-,-,19730,Green / Grey,"West Ryde, NSW",-,,,,33888
Toyota,2013,RAV4,SUV,2013 Toyota RAV4 Cruiser (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6.5 L / 100 km,292134,Grey / Black Leather,"Bankstown, NSW",4 cyl,SUV, 4 Doors, 5 Seats,14995
Toyota,2008,Hilux,Ute / Tray,2008 Toyota Hilux SR5 (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,9.5 L / 100 km,251000,White / Grey,"Blacktown, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,21290
Mazda,2014,3,Hatchback,2014 Mazda 3 Maxx,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,5.8 L / 100 km,130242,Brown / Black,"Liverpool, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,16388
Hyundai,2021,Venue,SUV,2021 Hyundai Venue Elite ((sunroof),USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7.2 L / 100 km,35024,White / Grey,"Castle Hill, NSW",4 cyl,SUV, 4 Doors, 5 Seats,26990
BMW,2015,X1,SUV,2015 BMW X1 Xdrive 20D,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.1 L / 100 km,44145,White / -,"Campbelltown, NSW",4 cyl,SUV, 4 Doors, 5 Seats,32000
BMW,2021,330I,Sedan,2021 BMW 330I M Sport,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6.4 L / 100 km,29567,Black / -,"Sylvania, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,67988
Mazda,2007,6,Hatchback,2007 Mazda 6 Classic Sports,USED,Automatic,"4 cyl, 2.3 L",Front,Premium,8.9 L / 100 km,223898,Black / -,"Punchbowl, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,7600
Hyundai,2013,Veloster,Hatchback,2013 Hyundai Veloster +,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.4 L / 100 km,155244,White / -,"Minchinbury, NSW",4 cyl,Hatchback, 3 Doors, 4 Seats,17990
Toyota,2017,Camry,Sedan,2017 Toyota Camry Altise,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,149988,Grey / -,"Pendle Hill, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,19950
Mitsubishi,2011,Lancer,Hatchback,2011 Mitsubishi Lancer ES Sportback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.3 L / 100 km,205373,Red / -,"Minchinbury, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,9990
BMW,2020,M4,Coupe,2020 BMW M4 Competition,USED,Automatic,"6 cyl, 3 L",Rear,Premium,8.8 L / 100 km,2858,White / Black,"Sylvania, NSW",6 cyl,Coupe, 2 Doors, 4 Seats,129988
Suzuki,2011,Swift,Hatchback,2011 Suzuki Swift GL,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.2 L / 100 km,201011,Grey / Black,"Penrith, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,7999
Ford,2008,Transit,Commercial,2008 Ford Transit,USED,Manual,"4 cyl, 2.4 L",Rear,Diesel,9.5 L / 100 km,305593,White / -,"Minchinbury, NSW",4 cyl,Commercial, 2 Doors, 3 Seats,9995
Toyota,2009,Estima,Nippon Motors,2009 Toyota Estima X (hybrid),USED,Automatic,-,Other,Unleaded,-,165589,Black / Beige,"Ingleburn, NSW",-,Commercial,,,19900
Peugeot,2017,308,Hatchback,2017 Peugeot 308 Active,USED,Automatic,"3 cyl, 1.2 L",Front,Premium,5.1 L / 100 km,57217,Silver / Black,"Homebush, NSW",3 cyl,Hatchback, 5 Doors, 5 Seats,16990
Holden,2017,Trax,SUV,2017 Holden Trax LT,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.9 L / 100 km,83147,Blue / -,"Blacktown, NSW",4 cyl,SUV, 4 Doors, 5 Seats,17888
Mitsubishi,2015,Triton,Ute / Tray,2015 Mitsubishi Triton GLX (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,9.3 L / 100 km,204000,White / -,"Eastern Creek, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,18995
Subaru,2013,Forester,SUV,2013 Subaru Forester 2.0I,USED,Manual,"4 cyl, 2 L",AWD,Unleaded,7.2 L / 100 km,122077,Red / -,"Sylvania, NSW",4 cyl,SUV, 4 Doors, 5 Seats,16857
Mazda,2015,CX-3,SUV,2015 Mazda CX-3 S Touring (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.1 L / 100 km,60581,Blue / Black,"Castle Hill, NSW",4 cyl,SUV, 4 Doors, 5 Seats,22990
Nissan,2010,Navara,Ute / Tray,2010 Nissan Navara RX (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.8 L / 100 km,259488,White / -,"Campbelltown, NSW",4 cyl,Ute / Tray, 2 Doors, 2 Seats,13950
Holden,2017,Captiva,SUV,2017 Holden Captiva Active 7 Seater,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9 L / 100 km,186954,Grey / -,"Haberfield, NSW",4 cyl,SUV, 4 Doors, 7 Seats,12990
Kia,2017,Cerato,Hatchback,2017 Kia Cerato S Premium,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.1 L / 100 km,21350,Red / -,"Blacktown, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,22990
Audi,2016,RS3,Hatchback,2016 Audi RS3 Sportback Quattro,USED,Automatic,"5 cyl, 2.5 L",AWD,Premium,8.1 L / 100 km,47926,White / Black,"Castle Hill, NSW",5 cyl,Hatchback, 5 Doors, 5 Seats,59990
Mitsubishi,2014,Triton,Ute / Tray,2014 Mitsubishi Triton GL,USED,Manual,"4 cyl, 2.5 L",Rear,Diesel,8 L / 100 km,88861,White / -,"Mcgraths Hill, NSW",4 cyl,Ute / Tray, 2 Doors, 2 Seats,21880
Jeep,2007,Grand,SUV,2007 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,16 L / 100 km,199000,- / -,"Strathfield, NSW",6 cyl,SUV, 4 Doors, 5 Seats,10990
Mercedes-Benz,2018,C200,Sedan,2018 Mercedes-Benz C200,USED,Automatic,"4 cyl, 2 L",Rear,Hybrid,6.5 L / 100 km,72540,Blue / Black,"Blacktown, NSW",4 cyl,Sedan, 4 Doors, 4 Seats,39990
Toyota,2020,Corolla,Hatchback,2020 Toyota Corolla ZR Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2 L / 100 km,87043,Blue / -,"Wollongong, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,39990
Ford,2012,Ranger,Ute / Tray,2012 Ford Ranger XLT 3.2 (4X4),USED,Manual,"5 cyl, 3.2 L",4WD,Diesel,9.4 L / 100 km,254121,White / Grey,"Cabramatta, NSW",5 cyl,Ute / Tray, 4 Doors, 5 Seats,21990
Honda,2008,Civic,Hatchback,2008 Honda Civic Type R,USED,Manual,"4 cyl, 2 L",Front,Premium,9.3 L / 100 km,165450,Silver / -,"Minchinbury, NSW",4 cyl,Hatchback, 3 Doors, 4 Seats,18990
Honda,2022,CR-V,SUV,2022 Honda CR-V VTI X (2WD) 5 Seats,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,15087,White / -,"Banksia, NSW",4 cyl,SUV, 4 Doors, 5 Seats,39990
Nissan,2013,Navara,Ute / Tray,2013 Nissan Navara ST (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,10.5 L / 100 km,159056,White / -,"Campbelltown, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,21990
Hyundai,2017,Tucson,SUV,2017 Hyundai Tucson Highlander (awd),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.8 L / 100 km,97295,White / -,"Wollongong, NSW",4 cyl,SUV, 4 Doors, 5 Seats,31990
Mazda,2015,CX-5,SUV,2015 Mazda CX-5 Akera (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,83095,Red / -,"Campbelltown, NSW",4 cyl,SUV, 4 Doors, 5 Seats,26990
Toyota,2015,HiAce,Nippon Motors,2015 Toyota HiAce GL,USED,Automatic,-,Rear,Unleaded,-,167379,White / Black,"Ingleburn, NSW",-,Commercial,,,32900
Isuzu,2017,D-MAX,Ute / Tray,2017 Isuzu D-MAX LS-M HI-Ride (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,7.7 L / 100 km,192988,White / -,"Five Dock, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,28999
Mercedes-Benz,2014,A200,Hatchback,2014 Mercedes-Benz A200 CDI BE,USED,Automatic,"4 cyl, 1.8 L",Front,Diesel,4.6 L / 100 km,105663,Blue / -,"Campbelltown, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,22500
Toyota,2007,HiAce,Commercial,2007 Toyota HiAce LWB,USED,Manual,"4 cyl, 2.7 L",Rear,Unleaded,11.6 L / 100 km,222603,White / Grey,"Croydon, NSW",4 cyl,Commercial, 4 Doors, 3 Seats,17990
Ford,2020,Puma,SUV,2020 Ford Puma,USED,Automatic,"3 cyl, 1 L",Front,Premium,5.3 L / 100 km,22300,Blue / -,"Smithfield, NSW",3 cyl,SUV, 5 Doors, 5 Seats,27800
Mazda,2022,2,Hatchback,2022 Mazda 2 G15 Evolve,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,5.2 L / 100 km,11824,Grey / -,"Wollongong, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,29990
Toyota,2007,Corolla,Hatchback,2007 Toyota Corolla Ascent,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.7 L / 100 km,250318,Silver / -,"Minchinbury, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10990
Jeep,2016,Grand,SUV,2016 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,"6 cyl, 3.6 L",4WD,Premium,10.4 L / 100 km,39967,White / Black,"Castle Hill, NSW",6 cyl,SUV, 4 Doors, 5 Seats,34800
Hyundai,2020,Tucson,SUV,2020 Hyundai Tucson Active (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,38341,Blue / Grey,"Granville, NSW",4 cyl,SUV, 4 Doors, 5 Seats,28984
Toyota,2020,Camry,Sedan,2020 Toyota Camry Ascent Sport,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.3 L / 100 km,7528,Silver / Black,"Castle Hill, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,32990
Honda,2018,City,Sedan,2018 Honda City VTI,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,5.8 L / 100 km,94385,Silver / Black,"Homebush, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,19999
Toyota,2018,C-HR,SUV,2018 Toyota C-HR Koba (awd),USED,Automatic,"4 cyl, 1.2 L",AWD,Premium,5.6 L / 100 km,110047,Red / -,"Wollongong, NSW",4 cyl,SUV, 4 Doors, 5 Seats,29990
Kia,2012,Sorento,SUV,2012 Kia Sorento Platinum (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.4 L / 100 km,164189,Silver / Black,"Cabramatta, NSW",4 cyl,SUV, 4 Doors, 7 Seats,16990
Holden,2013,Cruze,Hatchback,2013 Holden Cruze CD Equipe,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,106722,White / -,"Smithfield, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10800
Isuzu,2018,MU-X,SUV,2018 Isuzu MU-X LS-U (4X2),USED,Automatic,"4 cyl, 3 L",Front,Diesel,8.1 L / 100 km,72650,White / Grey,"Blacktown, NSW",4 cyl,SUV, 4 Doors, 7 Seats,39880
Kia,2015,Cerato,Sedan,2015 Kia Cerato S,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.1 L / 100 km,123624,Silver / -,"Camden, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,14995
Lexus,2014,IS350,Sedan,2014 Lexus IS350 F Sport,USED,Automatic,"6 cyl, 3.5 L",Rear,Premium,9.7 L / 100 km,155620,Silver / Black,"Castle Hill, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,27990
Mazda,2018,2,Hatchback,2018 Mazda 2 Maxx,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,4.9 L / 100 km,53426,White / Black Cloth,"Wollongong, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,22990
Toyota,2009,Corolla,Hatchback,2009 Toyota Corolla Levin ZR,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.7 L / 100 km,114727,Silver / -,"Minchinbury, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,14995
Toyota,2016,Kluger,SUV,2016 Toyota Kluger GXL (4X4),USED,Automatic,"6 cyl, 3.5 L",AWD,Unleaded,10.6 L / 100 km,98983,Grey / Black,"Blacktown, NSW",6 cyl,SUV, 4 Doors, 7 Seats,39280
Volkswagen,2007,Golf,Hatchback,2007 Volkswagen Golf GTI,USED,Automatic,"4 cyl, 2 L",Front,Premium,8.1 L / 100 km,160523,Silver / Grey,"Leichhardt, NSW",4 cyl,Hatchback, 3 Doors, 5 Seats,10990
Holden,2015,Commodore,Sedan,2015 Holden Commodore SS-V Redline,USED,Automatic,"8 cyl, 6 L",Rear,Premium,11.8 L / 100 km,96000,White / Black Leather,"Castle Hill, NSW",8 cyl,Sedan, 4 Doors, 5 Seats,47990
Nissan,2016,X-Trail,SUV,2016 Nissan X-Trail ST (fwd),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,39397,Red / -,"Penrith, NSW",4 cyl,SUV, 4 Doors, 5 Seats,23950
Hyundai,2020,I30,Hatchback,2020 Hyundai I30,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,54368,White / -,"Campbelltown, NSW",4 cyl,Hatchback, 4 Doors, 5 Seats,26990
Holden,2014,Cruze,Hatchback,2014 Holden Cruze Equipe,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,220683,Silver / -,"Adamstown, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,7990
Mini,2016,Cooper,Exclusive Autohaus,2016 Mini Cooper Cooper S,USED,Manual,-,Other,-,-,79008,Black / Leather,"Blacktown, NSW",-,Hatchback,,,28999
Toyota,2013,Camry,Sedan,2013 Toyota Camry Atara S,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.8 L / 100 km,89140,Grey / Black,"Five Dock, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,17900
Toyota,2013,Corolla,Hatchback,2013 Toyota Corolla Ascent,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.6 L / 100 km,149974,Red / Black,"Lidcombe, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,16990
Hyundai,2019,I30,Hatchback,2019 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,44879,White / -,"Blacktown, NSW",4 cyl,Hatchback, 4 Doors, 5 Seats,26990
Mazda,2016,BT-50,Ute / Tray,2016 Mazda BT-50 XT (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9.2 L / 100 km,110909,White / -,"Cardiff, NSW",5 cyl,Ute / Tray, 4 Doors, 5 Seats,34913
Toyota,2013,Corolla,Hatchback,2013 Toyota Corolla Ascent,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.6 L / 100 km,109519,White / Black,"Castle Hill, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,19990
